order_id,order_date,customer_id,product_id,quantity,unit_price,region,revenue
1981,2022-07-03,281,29,1,494.23,North,494.23
1982,2024-11-17,356,45,3,390.24,North,1170.72
1983,2022-10-20,420,30,2,421.2,North,842.4
1984,2022-06-26,192,48,3,483.91,North,1451.73
1985,2022-02-27,637,30,3,464.44,West,1393.32
1986,2022-11-04,428,44,2,314.83,East,629.66
1987,2024-09-03,808,46,2,369.96,East,739.92
1988,2023-12-01,348,31,4,300.95,North,1203.8
1989,2022-03-24,429,34,5,258.18,North,1290.9
1990,2022-09-09,392,28,1,441.61,West,441.61
1991,2024-03-06,341,10,2,371.63,North,743.26
1992,2024-06-15,547,4,2,431.31,South,862.62
1993,2022-07-29,940,33,4,57.0,East,228.0
1994,2024-03-26,402,17,4,292.48,North,1169.92
1995,2023-09-01,47,11,5,171.46,North,857.3000000000001
1996,2023-03-23,665,7,2,261.56,East,523.12
1997,2023-04-05,750,17,2,310.35,East,620.7
1998,2024-08-25,425,28,4,424.42,South,1697.68
1999,2023-04-17,517,17,3,25.62,South,76.86
2000,2023-01-05,960,41,5,90.35,West,451.75
2001,2024-06-18,958,10,2,461.51,South,923.02
2002,2024-07-11,637,26,1,483.96,South,483.96
2003,2022-05-17,879,6,1,37.16,North,37.16
2004,2023-01-02,328,17,4,172.58,North,690.32
2005,2024-06-30,87,16,1,14.77,South,14.77
2006,2022-07-03,515,39,4,381.15,West,1524.6
2007,2023-04-17,165,26,3,344.15,West,1032.4499999999998
2008,2023-10-16,223,4,4,286.75,East,1147.0
2009,2024-01-19,861,20,2,348.91,South,697.82
2010,2023-06-21,297,49,1,273.52,East,273.52
2011,2024-03-12,916,41,2,127.03,South,254.06
2012,2024-07-08,451,11,1,379.62,South,379.62
2013,2023-05-25,343,23,1,393.81,North,393.81
2014,2023-09-22,936,33,4,428.56,South,1714.24
2015,2024-09-28,341,31,5,477.5,North,2387.5
2016,2024-07-04,461,7,1,376.3,West,376.3
2017,2024-10-30,392,22,1,36.73,West,36.73
2018,2022-06-01,901,5,5,20.21,South,101.05000000000001
2019,2024-10-25,537,37,2,372.54,West,745.08
2020,2023-04-09,551,1,1,37.46,South,37.46
2021,2022-09-28,421,6,4,164.81,East,659.24
2022,2023-04-05,381,45,5,76.72,West,383.6
2023,2022-04-15,617,47,5,484.76,South,2423.8
2024,2022-06-11,5,4,1,165.03,East,165.03
2025,2022-12-17,648,30,2,37.02,East,74.04
2026,2023-03-10,4,30,2,475.31,South,950.62
2027,2024-05-01,681,17,3,308.28,West,924.8399999999999
2028,2022-05-20,316,24,3,27.69,West,83.07000000000001
2029,2022-03-28,822,31,4,418.35,South,1673.4
2030,2022-07-02,918,28,1,84.74,North,84.74
2031,2023-01-03,78,45,2,403.19,West,806.38
2032,2022-05-09,531,43,3,305.35,West,916.0500000000001
2033,2023-11-01,717,4,1,96.79,West,96.79
2034,2022-05-29,355,39,1,378.77,South,378.77
2035,2024-09-11,836,19,2,232.71,South,465.42
2036,2024-05-01,33,24,1,322.67,South,322.67
2037,2023-09-20,662,7,5,436.06,East,2180.3
2038,2023-03-22,705,46,3,137.55,West,412.65000000000003
2039,2024-06-02,139,48,4,189.33,North,757.32
2040,2022-10-21,272,9,3,498.66,West,1495.98
2041,2022-09-07,196,22,1,258.98,East,258.98
2042,2024-05-27,127,2,5,283.67,West,1418.3500000000001
2043,2024-08-05,349,27,3,149.86,South,449.58000000000004
2044,2024-09-01,743,16,2,213.85,West,427.7
2045,2024-11-14,44,5,5,255.76,North,1278.8
2046,2024-02-28,742,12,3,136.64,West,409.91999999999996
2047,2024-09-10,728,26,1,126.69,South,126.69
2048,2024-06-07,244,15,2,304.23,West,608.46
2049,2024-06-08,9,3,1,99.99,South,99.99
2050,2022-03-11,762,9,1,281.19,East,281.19
2051,2023-09-17,712,28,2,356.04,East,712.08
2052,2024-05-24,846,39,5,107.15,East,535.75
2053,2023-04-16,79,36,3,375.48,West,1126.44
2054,2022-04-01,757,25,5,186.25,West,931.25
2055,2023-06-14,190,41,2,496.33,East,992.66
2056,2023-10-23,86,28,3,489.75,East,1469.25
2057,2024-01-09,485,47,2,401.31,South,802.62
2058,2023-12-27,271,21,4,177.93,South,711.72
2059,2024-05-21,774,29,4,469.23,North,1876.92
2060,2022-07-11,513,25,5,499.4,South,2497.0
2061,2022-05-18,20,30,2,236.52,West,473.04
2062,2022-12-11,489,39,3,311.15,East,933.4499999999999
2063,2024-10-05,932,11,5,12.93,North,64.65
2064,2023-05-18,130,19,4,31.33,East,125.32
2065,2022-07-22,838,11,4,255.29,East,1021.16
2066,2023-07-27,770,25,4,308.56,East,1234.24
2067,2022-07-11,643,1,5,163.07,West,815.3499999999999
2068,2022-01-05,7,32,3,58.57,South,175.71
2069,2022-11-07,852,21,4,393.31,South,1573.24
2070,2023-07-03,753,45,5,215.19,South,1075.95
2071,2022-02-25,704,13,5,327.94,West,1639.7
2072,2023-03-19,937,34,1,328.6,South,328.6
2073,2024-05-19,310,17,1,277.95,East,277.95
2074,2023-08-08,809,47,3,97.46,West,292.38
2075,2024-01-22,627,19,4,311.88,North,1247.52
2076,2022-12-26,901,10,1,167.82,South,167.82
2077,2024-03-29,473,42,3,411.37,West,1234.1100000000001
2078,2022-01-30,102,9,1,104.67,North,104.67
2079,2022-04-18,338,11,4,152.66,East,610.64
2080,2024-04-23,319,38,5,225.75,East,1128.75
2081,2023-12-18,513,31,4,372.61,North,1490.44
2082,2024-06-09,25,2,1,363.17,East,363.17
2083,2024-08-17,721,24,4,175.18,West,700.72
2084,2024-06-11,430,42,5,260.27,South,1301.35
2085,2024-01-02,143,47,2,124.77,East,249.54
2086,2023-08-29,709,5,5,387.48,West,1937.4
2087,2023-04-02,657,50,1,106.39,South,106.39
2088,2023-09-07,149,30,5,411.48,West,2057.4
2089,2023-11-29,693,39,3,469.06,East,1407.18
2090,2023-11-05,55,35,4,495.89,West,1983.56
2091,2023-06-27,471,48,2,429.91,South,859.82
2092,2024-05-06,363,17,2,118.63,North,237.26
2093,2024-06-15,650,31,4,214.09,East,856.36
2094,2022-10-05,209,2,4,53.53,East,214.12
2095,2023-07-06,185,16,3,90.63,South,271.89
2096,2022-04-21,65,21,5,34.35,West,171.75
2097,2023-01-20,549,30,2,324.13,South,648.26
2098,2024-01-31,112,1,1,271.26,North,271.26
2099,2023-11-25,263,14,4,459.34,South,1837.36
2100,2023-02-09,76,16,4,236.87,North,947.48
2101,2022-01-22,296,9,2,324.73,East,649.46
2102,2023-11-09,178,49,4,206.78,South,827.12
2103,2023-09-03,766,8,2,416.43,South,832.86
2104,2022-01-08,1,9,1,463.92,East,463.92
2105,2023-12-03,148,34,1,221.55,North,221.55
2106,2023-06-13,876,45,2,50.52,North,101.04
2107,2023-08-25,671,33,4,90.13,West,360.52
2108,2023-10-19,836,22,3,363.07,South,1089.21
2109,2022-06-15,986,30,3,169.38,West,508.14
2110,2024-04-28,780,7,5,394.84,East,1974.1999999999998
2111,2023-05-11,662,18,3,377.38,South,1132.1399999999999
2112,2023-08-13,129,21,4,350.21,North,1400.84
2113,2023-03-05,638,5,3,408.97,North,1226.91
2114,2024-02-13,513,7,5,380.71,North,1903.55
2115,2022-06-12,899,12,1,319.97,East,319.97
2116,2023-01-01,629,17,2,12.07,East,24.14
2117,2022-03-13,972,24,3,262.68,West,788.04
2118,2023-10-17,502,37,2,301.67,East,603.34
2119,2022-09-26,149,44,2,480.72,East,961.44
2120,2023-02-19,269,19,1,328.74,West,328.74
2121,2024-10-12,701,45,5,291.98,South,1459.9
2122,2023-11-06,653,16,4,275.18,West,1100.72
2123,2024-12-19,105,25,4,60.61,North,242.44
2124,2022-01-06,466,27,4,219.53,North,878.12
2125,2024-09-08,764,42,5,75.83,South,379.15
2126,2023-07-24,929,44,5,35.82,South,179.1
2127,2023-02-11,902,7,5,171.44,South,857.2
2128,2022-01-26,281,46,3,326.27,South,978.81
2129,2024-10-25,407,42,2,434.73,South,869.46
2130,2024-09-12,856,8,5,407.08,East,2035.3999999999999
2131,2023-01-25,613,15,5,154.4,South,772.0
2132,2023-12-11,794,16,3,32.54,East,97.62
2133,2023-07-25,900,8,2,207.31,West,414.62
2134,2024-01-24,358,36,4,164.24,West,656.96
2135,2022-05-26,675,32,1,191.92,South,191.92
2136,2024-02-24,203,17,5,283.96,South,1419.8
2137,2023-06-10,612,36,5,24.9,West,124.5
2138,2022-01-13,281,22,1,191.69,East,191.69
2139,2024-06-21,916,32,5,283.73,South,1418.65
2140,2023-01-19,257,11,5,221.18,South,1105.9
2141,2023-07-10,94,45,5,336.94,South,1684.7
2142,2024-06-05,324,6,1,101.2,West,101.2
2143,2022-01-19,791,22,3,85.38,South,256.14
2144,2023-07-29,739,14,3,160.86,West,482.58000000000004
2145,2024-01-21,362,28,1,59.85,South,59.85
2146,2024-09-30,662,39,3,125.77,West,377.31
2147,2023-02-23,351,12,4,52.58,East,210.32
2148,2023-02-23,62,27,4,206.97,South,827.88
2149,2022-05-02,641,1,1,358.61,East,358.61
2150,2023-03-08,187,10,2,150.4,West,300.8
2151,2022-02-13,580,33,5,11.83,West,59.15
2152,2023-01-16,915,16,2,282.96,South,565.92
2153,2022-05-25,542,39,5,349.05,East,1745.25
2154,2022-12-29,897,6,3,201.74,West,605.22
2155,2024-12-09,304,25,3,155.53,East,466.59000000000003
2156,2024-12-24,787,50,4,250.41,West,1001.64
2157,2022-12-21,639,20,2,59.61,East,119.22
2158,2024-03-10,436,36,1,325.52,West,325.52
2159,2024-04-05,213,23,5,369.32,West,1846.6
2160,2023-02-02,406,16,3,355.27,East,1065.81
2161,2024-05-29,818,1,5,171.05,North,855.25
2162,2023-04-08,962,30,1,422.93,North,422.93
2163,2024-03-18,134,27,5,473.96,South,2369.7999999999997
2164,2022-07-06,960,2,4,155.57,South,622.28
2165,2024-01-02,917,48,1,138.73,North,138.73
2166,2023-03-05,993,21,1,355.01,West,355.01
2167,2024-05-07,915,9,5,357.06,West,1785.3
2168,2022-08-25,219,47,5,260.1,North,1300.5
2169,2024-02-10,421,24,3,462.43,East,1387.29
2170,2024-01-28,319,48,5,81.69,East,408.45
2171,2022-05-16,157,41,1,243.91,West,243.91
2172,2024-03-02,188,39,5,27.25,East,136.25
2173,2022-06-20,476,42,3,35.8,East,107.39999999999999
2174,2022-06-08,162,7,2,36.31,South,72.62
2175,2022-07-20,129,30,4,250.98,East,1003.92
2176,2024-08-19,304,45,1,298.59,South,298.59
2177,2023-08-06,89,2,3,11.71,North,35.13
2178,2024-05-25,895,12,4,319.95,North,1279.8
2179,2023-01-06,917,13,5,249.95,West,1249.75
2180,2022-04-13,162,3,5,119.66,East,598.3
2181,2024-09-28,922,43,2,17.4,West,34.8
2182,2024-09-02,36,40,5,86.49,East,432.45
2183,2024-03-08,227,43,4,304.16,West,1216.64
2184,2023-10-20,151,18,3,332.83,West,998.49
2185,2024-05-31,593,39,2,327.06,South,654.12
2186,2024-01-03,47,44,4,85.05,South,340.2
2187,2023-02-27,716,6,3,456.5,East,1369.5
2188,2023-07-26,940,42,4,211.37,North,845.48
2189,2022-06-20,660,27,5,386.32,West,1931.6
2190,2022-06-22,231,15,4,91.58,West,366.32
2191,2023-10-25,539,15,2,240.58,East,481.16
2192,2023-03-29,701,19,4,265.55,North,1062.2
2193,2022-12-16,165,38,1,387.47,North,387.47
2194,2023-05-09,724,47,5,314.54,West,1572.7
2195,2023-09-12,820,20,4,205.66,East,822.64
2196,2024-10-24,587,20,3,148.43,East,445.29
2197,2024-07-07,604,18,5,486.75,West,2433.75
2198,2022-01-06,574,34,3,149.42,North,448.26
2199,2022-10-15,66,39,2,73.44,South,146.88
2200,2023-08-31,920,37,1,157.2,South,157.2
2201,2023-04-02,80,35,4,170.2,South,680.8
2202,2024-10-26,140,38,5,72.65,West,363.25
2203,2023-09-16,400,38,4,356.99,North,1427.96
2204,2023-01-11,932,1,4,313.39,North,1253.56
2205,2023-03-23,130,12,5,165.14,South,825.6999999999999
2206,2024-04-14,985,5,1,496.57,East,496.57
2207,2024-03-21,766,27,1,330.96,East,330.96
2208,2024-08-16,446,39,2,354.56,West,709.12
2209,2024-04-28,832,20,5,283.02,East,1415.1
2210,2024-03-19,29,40,5,280.27,North,1401.35
2211,2024-09-05,988,19,3,19.81,North,59.42999999999999
2212,2023-02-20,202,38,3,387.74,West,1163.22
2213,2023-12-27,237,15,3,456.26,East,1368.78
2214,2023-03-30,599,6,1,69.91,North,69.91
2215,2022-05-30,608,9,2,399.86,West,799.72
2216,2024-01-29,799,36,2,271.81,East,543.62
2217,2024-02-18,339,48,4,149.8,South,599.2
2218,2024-08-30,399,23,2,461.23,West,922.46
2219,2024-02-02,439,10,3,18.51,South,55.53
2220,2024-09-28,289,1,5,144.29,West,721.4499999999999
2221,2022-03-17,252,11,4,444.26,East,1777.04
2222,2023-08-22,977,49,1,245.7,West,245.7
2223,2022-08-13,692,50,2,303.47,North,606.94
2224,2022-04-23,100,20,5,377.39,South,1886.9499999999998
2225,2022-09-08,916,28,3,82.51,East,247.53000000000003
2226,2024-04-20,585,22,1,115.44,South,115.44
2227,2023-12-15,422,20,1,499.33,West,499.33
2228,2022-05-05,643,47,2,126.35,West,252.7
2229,2024-12-28,694,38,5,274.21,West,1371.05
2230,2024-12-06,706,16,3,156.37,West,469.11
2231,2024-06-02,18,2,3,427.2,West,1281.6
2232,2022-01-30,471,25,3,481.26,West,1443.78
2233,2022-10-08,638,27,3,79.23,North,237.69
2234,2024-07-12,723,3,2,304.28,South,608.56
2235,2023-01-03,7,23,2,407.67,West,815.34
2236,2023-05-10,419,32,5,413.28,South,2066.3999999999996
2237,2024-11-14,380,17,4,225.82,East,903.28
2238,2023-12-19,508,40,2,120.43,South,240.86
2239,2024-10-13,114,20,3,199.7,South,599.0999999999999
2240,2023-08-29,852,30,5,378.06,North,1890.3
2241,2023-01-10,511,28,3,496.95,North,1490.85
2242,2023-10-01,596,47,2,281.6,South,563.2
2243,2024-11-14,851,45,5,105.61,South,528.05
2244,2022-04-26,873,23,3,30.55,East,91.65
2245,2022-02-17,976,19,4,472.41,South,1889.64
2246,2022-04-09,614,25,1,246.69,East,246.69
2247,2023-02-09,469,24,1,361.13,North,361.13
2248,2023-11-16,93,1,3,333.49,North,1000.47
2249,2024-06-21,492,28,1,446.53,South,446.53
2250,2023-05-18,828,29,4,140.38,East,561.52
2251,2024-06-12,102,44,4,226.44,East,905.76
2252,2022-09-15,493,50,3,457.67,South,1373.01
2253,2024-04-23,763,50,4,296.93,East,1187.72
2254,2022-05-01,536,35,1,44.97,South,44.97
2255,2024-03-20,485,50,3,105.3,North,315.9
2256,2024-09-04,989,17,1,126.24,West,126.24
2257,2022-02-23,479,11,4,496.95,West,1987.8
2258,2024-10-15,877,37,4,119.83,South,479.32
2259,2024-02-23,167,7,5,436.15,West,2180.75
2260,2022-08-29,140,26,2,48.27,North,96.54
2261,2023-04-28,94,23,2,99.04,North,198.08
2262,2024-10-09,181,18,3,437.31,North,1311.93
2263,2022-07-06,576,29,1,450.48,East,450.48
2264,2023-10-18,4,39,2,96.34,East,192.68
2265,2022-09-19,606,50,3,122.63,South,367.89
2266,2024-08-10,389,34,4,269.98,East,1079.92
2267,2023-05-06,272,38,2,35.81,West,71.62
2268,2023-03-07,795,8,1,473.19,West,473.19
2269,2022-08-27,132,21,5,187.42,East,937.0999999999999
2270,2022-10-31,584,21,5,249.75,East,1248.75
2271,2022-10-25,816,49,2,61.47,North,122.94
2272,2022-03-17,904,36,5,25.95,North,129.75
2273,2024-09-25,593,17,3,239.23,North,717.6899999999999
2274,2023-10-04,512,16,1,69.62,North,69.62
2275,2024-04-06,686,15,4,318.86,North,1275.44
2276,2022-10-10,812,15,1,399.3,West,399.3
2277,2023-08-14,963,40,4,25.52,East,102.08
2278,2022-03-13,987,17,5,309.99,South,1549.95
2279,2023-12-04,52,1,3,409.66,East,1228.98
2280,2023-07-29,290,13,4,225.32,West,901.28
2281,2024-09-26,446,38,5,480.26,South,2401.3
2282,2024-06-10,237,10,4,64.49,West,257.96
2283,2022-01-12,789,33,2,168.26,North,336.52
2284,2022-05-21,491,26,1,122.74,South,122.74
2285,2022-01-17,280,12,3,498.13,West,1494.3899999999999
2286,2024-12-22,44,19,5,154.15,East,770.75
2287,2022-09-10,882,15,3,200.08,West,600.24
2288,2023-04-10,766,5,1,425.33,West,425.33
2289,2023-01-11,937,2,4,465.68,East,1862.72
2290,2024-09-07,925,14,4,469.5,East,1878.0
2291,2023-06-04,359,29,3,283.5,North,850.5
2292,2022-03-31,646,41,4,335.02,East,1340.08
2293,2023-12-21,568,1,4,181.09,East,724.36
2294,2024-03-14,526,13,4,307.51,North,1230.04
2295,2024-03-06,690,49,2,158.35,West,316.7
2296,2023-09-22,462,32,5,375.55,West,1877.75
2297,2022-03-17,101,34,5,160.53,East,802.65
2298,2024-07-14,692,14,1,440.91,North,440.91
2299,2023-02-04,984,38,4,80.31,West,321.24
2300,2024-08-27,461,38,3,290.18,West,870.54
2301,2024-12-30,769,50,4,265.13,West,1060.52
2302,2024-03-07,268,41,1,139.22,West,139.22
2303,2022-07-14,883,15,4,23.72,East,94.88
2304,2022-08-16,362,39,2,82.78,West,165.56
2305,2023-04-06,408,6,1,484.3,North,484.3
2306,2023-09-10,37,29,5,471.24,North,2356.2
2307,2024-11-10,468,37,5,68.46,East,342.29999999999995
2308,2022-03-05,966,19,2,193.68,South,387.36
2309,2022-06-14,716,1,5,237.91,West,1189.55
2310,2022-01-27,981,21,2,244.26,East,488.52
2311,2024-10-08,259,39,5,156.42,South,782.0999999999999
2312,2022-10-12,509,18,5,457.35,East,2286.75
2313,2022-10-08,667,27,4,455.16,East,1820.64
2314,2024-04-17,750,28,1,19.27,South,19.27
2315,2024-04-10,309,8,5,328.5,North,1642.5
2316,2024-07-06,612,31,1,46.44,South,46.44
2317,2022-08-12,273,12,1,302.77,West,302.77
2318,2024-02-23,625,42,5,434.78,South,2173.8999999999996
2319,2024-08-22,110,6,1,328.27,West,328.27
2320,2024-08-07,655,26,2,239.77,West,479.54
2321,2024-11-19,679,16,3,479.37,North,1438.1100000000001
2322,2022-02-14,260,30,2,375.83,East,751.66
2323,2023-04-16,657,19,5,132.16,South,660.8
2324,2022-02-03,742,18,2,199.6,West,399.2
2325,2023-10-15,907,24,3,382.34,South,1147.02
2326,2024-04-09,268,45,2,19.46,South,38.92
2327,2022-08-09,32,20,1,41.34,West,41.34
2328,2023-06-18,923,7,5,431.12,West,2155.6
2329,2023-11-23,940,7,1,31.04,East,31.04
2330,2024-07-20,811,16,1,342.47,South,342.47
2331,2024-04-20,731,42,5,166.26,West,831.3
2332,2024-10-07,177,47,5,414.69,East,2073.45
2333,2023-08-05,104,14,4,425.2,South,1700.8
2334,2022-08-27,236,12,3,477.14,South,1431.42
2335,2023-03-17,93,29,1,56.82,West,56.82
2336,2022-05-28,201,15,1,217.2,North,217.2
2337,2024-10-29,811,8,5,291.24,West,1456.2
2338,2023-01-23,899,39,5,458.87,South,2294.35
2339,2024-12-09,743,9,2,140.59,North,281.18
2340,2024-07-04,925,46,1,45.1,West,45.1
2341,2023-09-30,767,28,1,108.86,North,108.86
2342,2022-10-05,597,27,5,252.83,East,1264.15
2343,2024-09-15,35,7,1,343.71,West,343.71
2344,2023-08-12,117,44,3,348.43,South,1045.29
2345,2023-10-11,688,14,4,46.59,South,186.36
2346,2023-09-10,458,11,5,383.09,North,1915.4499999999998
2347,2022-05-15,471,32,5,333.52,North,1667.6
2348,2023-08-03,935,28,1,209.7,East,209.7
2349,2023-05-05,985,6,4,289.83,West,1159.32
2350,2023-04-23,920,35,4,386.19,East,1544.76
2351,2023-01-19,788,6,5,138.43,North,692.1500000000001
2352,2022-06-12,399,24,5,470.62,South,2353.1
2353,2023-03-17,597,9,5,77.51,East,387.55
2354,2023-02-19,117,2,3,452.09,West,1356.27
2355,2022-10-15,362,38,1,373.02,South,373.02
2356,2022-07-06,204,14,3,333.65,West,1000.9499999999999
2357,2022-05-10,146,31,5,50.62,North,253.1
2358,2022-07-13,444,30,4,460.31,North,1841.24
2359,2022-11-12,727,27,1,154.71,West,154.71
2360,2022-05-24,617,36,1,375.35,West,375.35
2361,2022-01-16,861,46,5,443.55,North,2217.75
2362,2023-02-27,297,31,5,129.7,East,648.5
2363,2022-09-02,868,42,5,458.15,East,2290.75
2364,2024-07-15,581,6,5,309.85,West,1549.25
2365,2022-05-09,487,43,5,332.93,West,1664.65
2366,2024-06-25,986,45,5,458.11,North,2290.55
2367,2024-06-05,767,18,1,268.1,West,268.1
2368,2022-12-07,231,14,3,225.92,West,677.76
2369,2022-01-04,203,20,4,320.28,South,1281.12
2370,2022-11-02,362,11,5,281.47,West,1407.3500000000001
2371,2024-06-26,395,37,4,40.12,West,160.48
2372,2023-08-30,248,40,1,98.44,West,98.44
2373,2024-09-18,440,4,4,16.65,East,66.6
2374,2022-11-17,914,44,1,63.0,North,63.0
2375,2023-07-13,396,6,2,367.63,North,735.26
2376,2023-09-10,761,23,3,12.31,South,36.93
2377,2023-12-12,656,8,2,159.16,East,318.32
2378,2023-06-15,795,30,1,230.17,East,230.17
2379,2023-02-14,356,36,2,469.53,North,939.06
2380,2024-03-28,401,42,1,170.23,West,170.23
2381,2023-05-08,241,11,2,393.73,North,787.46
2382,2022-01-12,341,47,1,210.3,West,210.3
2383,2022-07-14,887,5,3,58.26,West,174.78
2384,2023-05-05,229,3,3,58.43,East,175.29
2385,2024-03-05,543,15,3,221.89,North,665.67
2386,2024-05-30,621,2,1,38.36,South,38.36
2387,2022-07-01,931,2,4,290.09,North,1160.36
2388,2024-08-19,539,8,2,251.89,South,503.78
2389,2023-10-18,855,46,2,354.24,East,708.48
2390,2023-11-25,672,30,2,100.95,West,201.9
2391,2022-01-30,529,41,2,300.54,North,601.08
2392,2024-02-17,267,5,3,95.52,East,286.56
2393,2023-03-20,129,30,4,363.89,East,1455.56
2394,2022-10-25,220,44,2,160.51,West,321.02
2395,2024-03-18,82,10,4,311.06,South,1244.24
2396,2024-04-24,561,33,1,442.51,West,442.51
2397,2024-10-12,553,24,1,249.23,North,249.23
2398,2023-07-08,20,19,2,104.22,East,208.44
2399,2022-10-30,327,30,5,444.2,West,2221.0
2400,2023-02-25,37,25,3,185.7,South,557.0999999999999
2401,2022-07-04,382,11,2,367.82,South,735.64
2402,2023-04-13,912,49,3,166.85,South,500.54999999999995
2403,2024-01-24,39,35,2,156.13,East,312.26
2404,2022-12-29,109,1,3,324.59,West,973.77
2405,2022-12-02,429,17,5,86.59,East,432.95000000000005
2406,2022-06-11,64,31,5,434.82,South,2174.1
2407,2022-01-12,175,6,1,199.94,West,199.94
2408,2023-08-11,791,13,2,19.45,North,38.9
2409,2022-07-20,32,26,5,159.66,South,798.3
2410,2023-06-06,945,36,5,394.63,West,1973.15
2411,2023-05-20,721,5,2,431.09,East,862.18
2412,2024-02-27,891,47,2,288.26,North,576.52
2413,2024-11-28,531,14,1,154.11,West,154.11
2414,2022-03-01,106,15,5,268.65,West,1343.25
2415,2023-08-01,482,12,3,419.82,South,1259.46
2416,2022-11-17,206,50,2,164.86,West,329.72
2417,2024-07-11,247,46,2,198.86,East,397.72
2418,2023-07-23,835,42,2,274.45,East,548.9
2419,2023-06-11,679,8,2,444.7,South,889.4
2420,2023-06-08,89,31,5,295.25,North,1476.25
2421,2023-09-05,316,26,3,111.73,North,335.19
2422,2022-05-05,11,29,1,53.66,West,53.66
2423,2024-05-20,49,4,4,56.56,South,226.24
2424,2022-10-07,911,50,5,475.62,East,2378.1
2425,2024-07-05,896,28,5,412.98,South,2064.9
2426,2023-09-14,979,25,4,385.27,West,1541.08
2427,2024-04-25,573,40,4,253.22,East,1012.88
2428,2023-11-05,171,32,2,339.54,West,679.08
2429,2022-11-10,143,36,3,72.39,East,217.17000000000002
2430,2022-11-28,207,11,5,314.24,East,1571.2
2431,2022-02-05,998,37,5,407.28,East,2036.3999999999999
2432,2024-11-11,463,10,1,40.45,South,40.45
2433,2022-07-25,509,38,4,155.11,East,620.44
2434,2023-10-01,201,36,4,64.04,North,256.16
2435,2024-04-27,5,50,5,137.51,North,687.55
2436,2023-03-16,211,27,4,388.54,West,1554.16
2437,2023-12-30,984,17,2,172.7,West,345.4
2438,2024-07-29,29,7,1,347.95,South,347.95
2439,2022-06-13,190,9,5,388.92,East,1944.6000000000001
2440,2022-05-28,188,35,1,410.15,East,410.15
2441,2022-10-21,837,9,2,437.95,East,875.9
2442,2022-07-14,767,36,1,302.84,South,302.84
2443,2023-10-25,150,30,4,147.51,North,590.04
2444,2023-04-25,525,31,5,83.77,East,418.84999999999997
2445,2022-05-03,946,19,1,256.82,West,256.82
2446,2023-11-30,884,41,3,60.74,North,182.22
2447,2024-08-22,943,23,5,456.25,East,2281.25
2448,2023-10-23,366,20,1,226.82,East,226.82
2449,2023-12-11,157,6,5,437.76,North,2188.8
2450,2023-01-31,80,43,1,357.54,South,357.54
2451,2024-06-30,868,24,1,430.04,East,430.04
2452,2024-10-01,273,47,4,443.14,South,1772.56
2453,2022-11-13,660,22,1,36.11,West,36.11
2454,2023-11-12,718,6,3,365.38,East,1096.1399999999999
2455,2023-05-10,626,24,4,121.01,East,484.04
2456,2023-07-10,518,42,3,494.76,East,1484.28
2457,2023-09-02,790,22,3,391.42,East,1174.26
2458,2022-04-19,232,18,2,11.84,South,23.68
2459,2023-01-07,649,16,3,464.43,South,1393.29
2460,2024-05-04,160,36,1,153.23,North,153.23
2461,2023-09-08,344,13,5,214.16,South,1070.8
2462,2024-02-07,289,37,4,310.02,South,1240.08
2463,2022-07-25,205,24,4,458.99,West,1835.96
2464,2024-04-26,995,19,4,464.39,North,1857.56
2465,2022-02-12,838,50,5,286.1,West,1430.5
2466,2024-05-14,305,20,3,165.2,North,495.59999999999997
2467,2024-02-24,360,27,2,146.8,East,293.6
2468,2023-04-21,670,17,1,188.55,West,188.55
2469,2022-03-24,870,16,4,98.45,North,393.8
2470,2022-07-09,400,1,1,338.22,South,338.22
2471,2024-03-10,449,21,3,268.62,West,805.86
2472,2024-07-24,106,27,2,389.0,North,778.0
2473,2022-09-08,82,1,4,56.11,West,224.44
2474,2022-10-18,342,30,3,205.95,East,617.8499999999999
2475,2022-11-22,986,20,2,127.53,South,255.06
2476,2024-04-16,782,24,4,272.24,East,1088.96
2477,2023-05-23,952,46,3,239.44,South,718.3199999999999
2478,2024-01-01,421,2,1,230.29,North,230.29
2479,2022-03-13,49,15,5,164.67,North,823.3499999999999
2480,2023-10-03,206,29,4,366.15,North,1464.6
2481,2024-07-28,218,35,2,245.97,North,491.94
2482,2023-08-31,818,13,2,109.1,West,218.2
2483,2023-07-20,676,19,5,278.25,North,1391.25
2484,2022-02-23,436,1,5,302.37,South,1511.85
2485,2023-06-12,791,45,3,20.48,East,61.44
2486,2023-09-03,322,47,5,109.85,West,549.25
2487,2022-07-12,231,16,4,128.78,East,515.12
2488,2022-02-27,711,43,5,131.56,East,657.8
2489,2022-05-09,487,3,4,127.03,West,508.12
2490,2023-12-07,429,40,1,143.1,East,143.1
2491,2024-05-01,883,6,5,138.74,North,693.7
2492,2022-01-08,726,31,1,443.19,East,443.19
2493,2022-01-29,284,5,2,166.63,East,333.26
2494,2024-08-04,486,26,5,181.38,South,906.9
2495,2022-05-11,276,28,2,140.43,West,280.86
2496,2022-07-07,433,15,1,484.11,West,484.11
2497,2023-12-10,185,9,2,272.39,South,544.78
2498,2022-07-31,722,22,1,309.17,North,309.17
2499,2022-10-03,633,37,3,370.39,South,1111.17
2500,2022-08-31,216,21,1,173.52,North,173.52
2501,2024-09-13,97,42,3,484.7,East,1454.1
2502,2023-11-16,955,29,2,84.64,East,169.28
2503,2022-06-20,119,26,1,234.33,North,234.33
